bgg_id,primary_name,all_names,year,description,min_players,max_players,playing_time,min_play_time,max_play_time,min_age,categories,mechanics,families,designers,artists,publishers,bgg_rank,average_rating,bayes_average,users_rated,weight,owned
40834,Dominion: Intrigue,Dominion: Intrigue; Dominion: Die Intrige; Dominion: Hovin juonet; Dominion: Intriga; Dominion: Intrige; Dominion: Intrigo; Dominion: Intrika; Dominion: Intriky; Dominion: Intryga; Dominion: L'Intrigue; Доминион: Интрига; ドミニオン：陰謀; 皇輿爭霸之暗潮洶湧; 도미니언: 장막 뒤의 사람들,2009,"In Dominion: Intrigue (as with Dominion), each player starts with an identical, very small deck of cards. In the center of the table is a selection of other cards the players can &quot;buy&quot; as they can afford them. Through their selection of cards to buy, and how they play their hands as they draw them, the players construct their deck on the fly, striving for the most efficient path to the precious victory points by game end.&#10;&#10;From the back of the box: &quot;Something&rsquo;s afoot...",2,6,30,30,30,13,Card Game; Medieval,"Deck, Bag, and Pool Building; Delayed Purchase; Hand Management; Open Drafting; Variable Set-up",Crowdfunding: Wspieram; Digital Implementations: VASSAL; Game: Dominion,Donald X. Vaccarino,"Matthias Catrein; Julien Delval; Martin Hoffmann; Tomasz Jedruszek; Alexander Jung; Lars-Arne ""Maura"" Kalusky; Ryan Laukat; Harald Lieske; Dennis Lohausen; Michael Menzel; Marcel-André Casasola Merkle; Claus Stephan; Joshua J. Stewart; Christof Tisch; Franz Vohwinkel","Rio Grande Games; 999 Games; Albi; ASS Altenburger Spielkarten; Bard Centrum Gier; Devir; Filosofia Éditions; Games Factory Publishing; Gém Klub Kft.; Giochi Uniti; Hans im Glück; Hobby Japan; Hobby World; Korea Boardgames; Lautapelit.fi; Stupor Mundi; Swan Panasia Co., Ltd.; Vennerød Forlag AS",126,7.68853,7.50823,34296,2.4134,50463
40935,Zoowaboo,Zoowaboo; Tutajra fel!; Tutajra fel!; Vlotte Vrienden; Zoobaloo; Zvířátka na Palubu!; Zwierzaki na tratwie; 動物泛舟,2009,"Every year, the animals go on a rafting tour on the wild river, and nobody wants to miss out on the fun &mdash; but will there be enough room for all?&#10;&#10;At the start of each round in Zoowaboo, players lay out ten animal tokens around the one raft. One animal card is then drawn to represent the first animal that boards the raft. Each player has two chits &mdash; Yes and No &mdash; and they secretly vote on whether they think all animals revealed so far will fit on the raft. If all players ...",2,4,30,20,30,5,Action / Dexterity; Animals; Children's Game; Nautical; Real-time,Betting and Bluffing; Push Your Luck; Team-Based Game,Animals: Bears; Animals: Camels; Animals: Chickens / Roosters; Animals: Elephants; Animals: Foxes; Animals: Lions; Animals: Pigs; Animals: Rabbits / Hares; Animals: Sheep; Animals: Snakes; Series: Pegasus Children's Games (Matagot),Carlo A. Rossi,Anne Pätzke; Gabriela Silveira,Compaya.hu: Gamer Café Kft.; Competo / Marektoy; Egmont Polska; Lautapelit.fi; Matagot; MINDOK; Pegasus Spiele; Rio Grande Games; Selecta Spielzeug; TWOPLUS Games; Vennerød Forlag AS; Zhiyanjia,7510,6.31787,5.63708,480,1.0513,797
40993,Animals of the World,Animals of the World; Le Grand quiz des Animaux; Maailman Eläimet tietovisa; Verdens dyr; Vilda djur på vår planet; Všechna zvířata světa; Wild Animals; Wild animals of the world quiz; Zvířata světa; Дикие животные мира; Тварини світу,2009,"A fun, educational game about animals for the whole family! The game contains 200 cards filled with interesting questions and facts about 200 different species all over the world. Play the easier version where you recognize the animals and answer questions about them &ndash; or try the more challenging version and see if you know the animal&rsquo;s range, conservation status and Latin name as well!&#10;&#10;",2,8,15,15,15,7,Animals; Trivia,,,(Uncredited),(Uncredited); Michal Peichl,Albi; Belleville (Бельвіль); Tactic,,5.04167,0,12,0,50
41010,My First Carcassonne,My First Carcassonne; Carcassonne Gyermekei; Carcassonne Junior; Děti z Carcassonne; Dzieci z Carcassonne; The Kids of Carcassonne; Die Kinder von Carcassonne; Lasten Carcassonne; Mon premier Carcassonne; Дети Каркассона; Каркасон для дітей; Каркассон Junior; 卡卡頌兒童版,2009,"Story: On 14 July, the national holiday in France, the sheep, chickens and cows are set free in the town of Carcassonne. The children have great fun to catch the animals before dusk.&#10;&#10;In Carcassonne Junior, a.k.a. My First Carcassonne, the players in turn draw a landscape tile and place it; unlike in normal Carcassonne, they always match. Amongst other features, the tiles show children in the player colors on the roads. Whenever a road is finished, every player places one of their meeple...",2,4,20,10,20,4,Children's Game; Medieval,Enclosure; Modular Board; Tile Placement,Cities: Carcassonne (France); Game: Carcassonne; Versions & Editions: Junior Versions of Grown-Up Games,Marco Teubner,Marcel Gröber; Rolf Vogt,"Hans im Glück; 999 Games; Bard Centrum Gier; Brain Games; Devir; Enigma (Bergsala Enigma); Feelindigo; Filosofia Éditions; Giochi Uniti; Hobby World; Lautapelit.fi; MINDOK; Oxygame; Piatnik; Rio Grande Games; Schmidt Spiele; Smart Ltd; Swan Panasia Co., Ltd.; Z-Man Games",2033,6.6538,6.22835,4635,1.1303,9808
410167,Crime Scene: Tokyo 2000,Crime Scene: Tokyo 2000,2023,"Enter the Crime Scene&hellip; A frighteningly ordinary crime brings detectives to the financial center of Tokyo, but everything is not what it seems. Here, true power resides in the shadows.&#10;&#10;Once you start your investigation, your life&rsquo;s on the line.&#10;Can you bring the truth to light before it&rsquo;s too late?&#10;&#10;",1,4,120,120,120,18,Card Game; Deduction; Murder / Mystery; Puzzle,Cooperative Game; Deduction,Cities: Tokyo (Japan); Series: Crime Scene (Tactic),,,Tactic,,6.5,0,1,0,10
410201,Wyrmspan,Wyrmspan; Na křídlech draků; Na skrzydłach smoków; Reptáv; Schwingenschlag; Змієвир; ワイアームスパン; 龍翼翱翔; 용스팬,2024,"You are an amateur dracologist in the world of Wyrmspan, a place where dragons of all shapes, sizes, and colors roam the skies. Excavate a hidden labyrinth you recently unearthed on your land and entice these beautiful creatures to roost in the sanctuary of your caves.&#10;&#10;During a game of Wyrmspan, you will build a sanctuary for dragons of all shapes and sizes. Your sanctuary begins with 3 excavated spaces&mdash;the leftmost space in your Crimson Cavern, your Golden Grotto, and your Amethy...",1,5,90,90,90,14,Animals; Card Game; Fantasy,End Game Bonuses; Hand Management; Once-Per-Game Abilities; Open Drafting; Solo / Solitaire Game; Track Movement; Turn Order: Progressive,Category: Dized Tutorial; Creatures: Dragons; Digital Implementations: Tabletopia; Game: Wingspan; Mechanism: Tableau Building; Misc: Made by Panda; Organizations: Automa Factory; Players: Games with Solitaire Rules,Connie Vogelmann,Clémentine Campardou,Stonemaier Games; 999 Games; Arclight Games; Automa Factory; Delta Vision Publishing; Divercentro; Feuerland Spiele; Ghenos Games; Grok Games; Korea Boardgames; Maldito Games; Matagot; MINDOK; NeoTroy Games; Rebel Sp. z o.o.; Regatul Jocurilor; Siam Board Games; Surfin' Meeple China; Ігромаг,138,7.99583,7.48291,11483,2.8075,25226
410220,Top It,Top It,2023,"In this edge-of-your-seat party game you race to place your cones on letter discs whilst calling out examples to teasing topics. But beware, any other player can Top It with another answer and place their cone on top of yours! Only the last cone counts and bags all the points!&#10;&#10;",2,6,60,20,60,10,Real-time; Word Game,Real-Time,Misc: LongPack Games; Word Games: First Letter Given,,,AMO Toys; Cheatwell Games,,4.83333,0,6,1,7
4143,Guess Who?,"Guess Who?; ¿Quién es quién?; ¿Quién es quién? Star Wars; ¿Quien soy yo?; Adivina Quien?; Adivinha Quem?; Arvaa kuka?; Bil Bakalım Kim?; Caccia Al Colpevole?; Cara a Cara?; Cara a Cara? Marvel Heroes; Cara a Cara? Princesas Disney; Cual es Cual?; Descobre Quem Sou?; Gettu hver?; Gissa vem?; Gjett hvem?; Guess Who? Cars 2; Guess Who? Disney Edition; Guess Who? Disney Jr; Guess Who? Disney Princess; Guess Who? Fun on the Run; Guess Who? Giant Edition; Guess Who? Grab&Go; Guess Who? Littlest Pet Shop Edition; Guess Who? Marvel Heroes Edition; Guess Who? Star Wars Edition; Guess Who? Wizarding World: Harry Potter; Guess Who?: Animal Crossing New Horizons; Guess Who?: English Heritage; Guess Who?: Mythical Edition; Guess Who?: Super Mario; Hádej, kdo je to?; Hvem er hvem?; Identitet Okänd?!; Indovina chi?; Indovina Chi? Juventus; Kabouter Plop de Zoekkampioen; Mijn eerste Wie Is Het?; Pokémon Diamond and Pearl: Guess That Pokémon; Power Rangers Samurai: Guessing Game; Profiler; Qui est-ce?; Qui est-ce? Disney Pixar; Qui est-ce? Olympique Lyonnais; Qui Est-ce?: Équipe de France – FFF; Qui suis-je: Who Am I; Qui suis-je?; Quien Puedo Ser?; Quién se esconde?; Der Sohn des Asterix: Wer ist es?; SpongeBob Erinnere Dich?; Thomas & Friends Guessing Game; Travel Guess Who?; Vem där?; Wer Bin Ich?; Wer ist es?; Wer war's?; Which Hero is it?; Who Am I?; Who Is It?; Who's who?; Who's Your Friend?; Whoosit?; Wie is 't?; Wie is het?; Zagadkowe ZOO; Zgadnij kto to?; Μάντεψε Ποιος?; Μάντεψε ποιός?: Disney edition; Угадай кто?; נחש מי; 猜猜我是誰？; 누구일까요?",1979,"The mystery face game where you flip over a collection of faces with different color hair, eye color, hair, hats, glasses etc.  to deduce who the secret person is that your opponent has chosen. You flip over the hooked tiles as you narrow your choices by asking characteristic questions.&#10;&#10;",2,2,20,20,20,6,Children's Game; Deduction; Movies / TV / Radio theme,Deduction; Questions and Answers,Animals: Fish / Fishes; Books: Harry Potter; Brands: Disney; Comic Books: Asterix; Comic Books: Marvel Universe; Components: Magnets; Food & Drink: Chocolate; Game: Guess Who?; Mechanism: Deduction – Blind Man's Bluff; Misc: Dice Tower Hall of Fame; Movies: Cars; Movies: Finding Nemo; Movies: Pixar; Movies: Star Wars; Players: Two-Player Only Games; Series: Giant Edition (Spin Master); Series: Nostalgia (Hasbro); Sports Teams: Olympique Lyonnais; Theme: Superheroes; Toys: Littlest Pet Shop; TV Shows: Power Rangers; TV Shows: SpongeBob SquarePants; TV Shows: Thomas the Tank Engine; TV Shows: Warner Bros.; Video Game Theme: Nintendo; Video Game Theme: Pokémon; Video Game Theme: Super Mario Bros.,Theo Coster; Ora Coster; Theora Design,(Uncredited); Hasbro Studios; Theora Design,(Unknown); Cartamundi; Chad Valley Co Ltd.; Crown Games; Editions ATLAS; Estrela; Falomir Juegos; Funville Games; Gamesformotion; Global Toys AB; Hasbro; IMC Toys; Just Play; Korea Boardgames; Lakeside; MB Giochi; MB Jeux; MB Juegos; MB peli; MB Spellen; MB Spiele; Milton Bradley; Müller Ltd. & Co. KG; Nilco S.A.; Paul Lamond Games Ltd; Pavilion; Popular de Juguetes; Pressman Toy Corp.; Simba Toys; Spin Master Ltd.; Studio100; Teorema; Tomland; Top-Game; Toy Place; Trixy Games; Winning Moves France; Winning Moves Games (USA); Winning Moves UK Ltd.,28743,4.84678,4.9485,6988,1.0931,13114
41916,The Magic Labyrinth,The Magic Labyrinth; Az elvarázsolt labirintus; El Laberint Màgic; El Laberinto Mágico; Il Labirinto Magico; O Labirinto Mágico; Labirintul Magic; Le Labyrinthe magique; Il Labyrinto Magico; Maaginen labyrintti; Magi Labyrinten; Magi-Labyrinten; Magic Labyrinth; Magický labyrint; Magiczny Labirynt; Magilabyrinten; Het Magische Labyrint; Das Magische Labyrinth; Den magiska labyrinten; Den magiske labyrint; Ο Μαγικός Λαβύρινθος; Магический лабиринт; Магічний лабіринт; קסם המבוך; 磁石魔法迷宮; 마법의 미로,2009,"The little magician apprentices have lost some magic objects inside of the master&rsquo;s maze. Now they try to collect them before the Master notices anything. However, in the maze there are invisible walls and only one of the missing objects is revealed at a time. So they have to make their way through the maze by means of a good memory and lots of skill.&#10;&#10;Each player moves their magician over the board while trying not to bump the labyrinth below. Each magician is joined with a magnet...",2,4,30,20,30,6,Children's Game; Fantasy; Maze; Memory,Dice Rolling; Grid Movement; Memory; Network and Route Building; Roll / Spin and Move,Components: Game Box Used In Play; Components: Magnets; Components: Wooden pieces & boards,Dirk Baumann,Rolf Vogt,"Drei Magier Spiele; ADC Blackfire Entertainment; Competo / Marektoy; Devir; Enigma (Bergsala Enigma); G3; Gigamic; HaKubia; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Lion Rampant Imports; Oxygame; Playgo Hungary; Playroom Entertainment; Spilbræt.dk; Swan Panasia Co., Ltd.; Vennerød Forlag AS; YellowBOX; Ґавіал; Нескучные игры",1429,6.81332,6.4332,6488,1.21,12474
421084,5 Up,5 Up,2024,"UNIQUE DICE GAME: Up the stakes at your next game night with 5 Up from TOMY Games. Victory is just a dice throw away in this risky 2 to 4 player game that has players race to get rid of all their tokens by landing the dice on the coveted 5 Up side.&#10;&#10;PUSH YOUR LUCK: Unzip and unfold the pouch to reveal the game mat. Each player starts with 10 tokens. Roll the dice and whatever number you get, place a token on the corresponding number on the mat. If you roll a 5 Up, you get to discard a to...",2,4,30,5,30,0,Dice,Dice Rolling; Push Your Luck,,,,Tomy; Peliko Oy,,6.6,0,10,1,30
424619,Crime Scene: Vienna 1824,Crime Scene: Vienna 1824; Crime Scene: Wien 1824,2024,"May 7, 1824, Vienna, Austria&#10;&#10;The premiere of Beethoven&rsquo;s ninth symphony becomes a stage of death. You are a hardened chief of police who has seen better days. Can you solve the most bitter case of your career?&#10;&#10;Everyone in the crowd becomes a suspect in a double murder. Can you unravel the deadly plot?&#10;&#10;&mdash;description from the publisher&#10;&#10;",1,4,120,120,120,18,Card Game; Deduction; Murder / Mystery; Puzzle,Cooperative Game; Deduction; Finale Ending,Series: Crime Scene (Tactic),Richard Heayes; Markku Heljakka; Petter Ilander,Ville Koivula,Tactic; Piatnik,,4.92,0,5,0,17
429269,Fishing Game,Fishing Game,0,"The magnet fishing Game is a fun and educational way to learn and play.&#10;&#10;Each fish displays a different number, after fishing all the wooden toys block pieces, add the scores together and count to see who wins!&#10;&#10;It includes 26 wooden fish puzzles, which are patterned with the alphabet, numbers, and cute ocean creatures.&#10;&#10;",2,2,0,0,0,3,Children's Game; Math,,Components: Magnets,,,TopBright Toys (TOP BRIGHT),,6,0,1,0,7
430160,SMASK!,SMASK!,2024,"SMASK! is a fast-paced game where players compete on who grabs the correct apple slice the fastest. Players throw the Dice Worm to indicate which slice they must catch. The player who grabs the correct slice gets a point. If the slice indicated by the Dice Worm is already taken by a player, the fastest to shout the name of the player, gets the slice for themselves! Smask! is a fast-paced game requires quick reflexes, pattern recognition, and attentiveness.&#10;&#10;",2,6,20,15,20,5,Action / Dexterity; Children's Game; Real-time,Dice Rolling; Pattern Recognition; Real-Time,Animals: Worms,Gil Druckman; Danny Hershkovits,,Martinex; Peliko Oy,,0,0,0,0,1
431152,Opetellaan Liikennepeli,Opetellaan Liikennepeli,2024,"Opetellaan Liikennepeli is an educational board game for children aged 6&ndash;10 that teaches them traffic rules and regulations. Players must visit specific points on the board. Each turn begins with a traffic trivia question, and correct answers will give more movement points.&#10;&#10;",2,4,30,15,30,6,Children's Game; Educational,Action Points; Movement Points; Point to Point Movement; Race,Theme: Traffic / Driving,,,Tactic,,5.33333,0,3,2,0
432,Take 5,Take 5; !شیش قلو; ¡Toma 6!; 6 bere!; 6 ima!; 6 neemt!; 6 nimmt!; 6 nimmt! Jubiläumsausgabe; 6 nimmt! Jubiläumsedition; 6 qui prend!; 6 takes; 6 Tar; 6 Võtab; 6 бepёt!; 6. bierze!; 6. Ņem!; 6. nem!; 6. nosi!; 6...le prendi!; 6...pega!; 6...prendi e perdi; Beat the Heat; Category 5; Ota 6!; Păzea de 6!; Pega em 6!; Sei; Ta 6!; Tag 6!; Take 5!; Take 5!; Take 6; Take 6!; Tjurskalle; Toma 6!; Vigyáz(z)6!; Πάρε 5!; Ταυράκια; Корова 006; Корова 006 Делюкс; שישי לוקח; อุ๊ยตาย ควายหก; ニムト; 牛頭王; 誰是牛頭王？; 젝스 님트!,1994,"In 6 nimmt!, a.k.a. Category 5 and many other names, you want to score as few points as possible.&#10;&#10;To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number t...",2,10,45,45,45,8,Card Game; Number; Party Game,Hand Management; Score-and-Reset Game; Simultaneous Action Selection,Animals: Cattle / Cows; Containers: Tin/Metal Box; Digital Implementations: Board Game Arena; Digital Implementations: BrettspielWelt; Game: 6 nimmt!; Misc: Dice Tower Hall of Fame; Misc: LongPack Games; Misc: Lowest Score Wins; Misc: Mensa Select,Wolfgang Kramer,Timur Baskakov; Design Edge; Oliver Freudenreich; Bill Herrin; Gatis Sluka; Franz Vohwinkel,"AMIGO; 999 Games; Albi; asmodee; Brain Games; Broadway Toys LTD; Bureau de Juegos; Buró; Carletto; Copag Cards; Dal Negro; Dr. Wood Challenge Centre; Endless Games (I); Fractal Juegos; G3; Gigamic; Giochi Uniti; Hasbro; Kaissa Chess & Games; Kärnan; Kikigagne?; Korea Boardgames; Land of Beautiful Mind (سرزمین ذهن زیبا); Lanlalen; Last Level; Lautapelit.fi; Lifestyle Boardgames Ltd; Mar Lúdico; Max Bersinger; Mayfair Games; Mercurio; Midgaard Games; MIPL; Möbius Games; Nelospelit; Pando Games; Paper Iyagi; Piatnik; Rebel Sp. z o.o.; Shafir Games (המשחקים של חיים שפיר); Swan Panasia Co., Ltd.; Tempo Games (I); U.S. Games Systems, Inc.; VR Distribution",673,6.97846,6.85182,31196,1.1912,47167
43240,Maailman eläimet,Maailman eläimet; Animale sălbatice ale lumii; Animals of the World Adventure; Loomade kuningriik; Maailman eläimet seikkailupeli; Wild animals of the world board game; Дикие животные,2008,This is a trivia game of different animal species around the world. The goal of the game is to visit all of the continents in the world and collect the pieces of a jigsaw puzzle. The player who completes his or her puzzle first is the winner.&#10;&#10;The game belongs to Tactic's Green Globe series of games which promote environmental themes and concerns.&#10;&#10;,2,8,45,45,45,8,Animals; Educational; Trivia,Roll / Spin and Move; Set Collection,Animals: Wild boar,(Uncredited),Jeremy Atkinson; Mike Baird; Derek Bakken; Kevin Bowman; Bubblemonkey; Kevin Collins; Nick Dalby; Lenore Edman; Ellie; Jussi Gressmann; Josh Hallett; John Haslam; Marieke Ijsendoorn-Kuijpers; Just Chaos; Michael Kensinger; Chad King; Anthony Knuppel; Carina Laine; Stephanie Levy; Rob Levy; Aaron Logan; Matt MacGillivray; Camille Martin; Benny Mazur; Rick McCharles; John Moose; Su Neko; Randen L. Pederson; Neil Phillips; Kirsi Pynnönen-Oudman; R. Rajni; Roy & Danielle; SpooSpa; SqueakyMarmot; Tartaruga33; Michel Villeneuve; Rick Wagner; Pamala Wilson,Tactic,,5.36364,0,11,0,8
43297,Little Polar Bear Lotto,Little Polar Bear Lotto; Lars Den Lilla Isbjörnen; Lars Den Lille Isbjörnen; Lars Den Lille Polarbjörn; Lasse Pikku Jääkarhu,1999,"Colorful lotto cards, geared for 3-6 years old, 1-4 players, no reading or number skills needed, based on the charming and popular Little Polar Bear books&#10;&#10;Object of the game:&#10;&#10;To match the pictures on the cards with the pictures on the playing boards.&#10;&#10;",1,4,0,0,0,3,Animals; Children's Game,Set Collection; Tile Placement,Animals: Bears; Books: Der kleine Eisbär,Hans de Beer,Hans de Beer,North-South Books; Tactic,,3.25,0,4,0,2
43578,Monster Chase,"Monster Chase; Caça aos Monstros; La Chasse aux Monstres; Monster Chase!; Monster unterm Bett; Monsterjakten; Mörköjahti; Potwory do szafy; Příšerky ze skříně; Scaccia I Mostri!; Szörnyszekrény; Το τέρας στην ντουλάπα; Лов на Таласъми; Монстри, до шафи!; 怪獸來敲門; 몬스터 체이스",2009,"Monster Chase is a cooperative memory game for players 3 to 7 years old. In the game, monsters creep out from under the bed and try to surround it. Each monster is only afraid of one toy that will banish it to the closet amongst the ten that are available to be found. If the players successfully send all the monsters to the closet before they can close the circle around the bed, they win! Otherwise, the monsters are declared victorious.&#10;&#10;In game terms, face-down cards are placed on the t...",1,6,10,10,10,4,Children's Game; Fantasy; Memory,Cooperative Game; Memory,Admin: Better Description Needed!; Creatures: Monsters; Misc: LongPack Games,Antoine Bauza,Le Mille-Pattes; Nikao; Maciej Szymanowicz,Scorpion Masqué; Belleville (Бельвіль); DiceTree Games; Fantasmagoria; Galápagos Jogos; Ghenos Games; GoKids 玩樂小子; Granna; Heidelberger Spieleverlag; IELLO; Kaissa Chess & Games; Lautapelit.fi; Oliphante,4915,6.30541,5.77458,1261,1.0169,2861
437534,Paw Patrol: Path Game,Paw Patrol: Path Game,2021,"Based on the mega-popular Nickelodeon show, play with the new PAW Patrol Path Game from Spin Master Games! In this path game for kids ages 4-8, it&rsquo;s all paws on deck! The team has many missions to accomplish, but anything is pawsible! It&rsquo;s time to play, rescue, repeat! Start at the Paw Patrol Tower and roll the die to begin. Move around the board according to the dice! Deliver all your mission tokens to the center to win! For 2-4 players, this is a simple board game for kids 4 and up...",2,4,20,10,20,4,Children's Game; Movies / TV / Radio theme,Roll / Spin and Move,TV Shows: Paw Patrol,,,Spin Master Ltd.,,0,0,0,0,1
438,Scotland Yard,Scotland Yard; Fantom; Interpol; Σκότλαντ Γιαρντ; スコットランドヤード; 終極追緝令; 蘇格蘭特警; 스코틀랜드 야드,1983,"In Scotland Yard, one of the players takes on the role of Mr. X. His job is to move from point to point around the map of London taking taxis, buses or subways. The detectives &ndash; that is, the remaining players acting in concert &ndash; move around similarly in an effort to move into the same space as Mr. X. But while the criminal's mode of transportation is nearly always known, his exact location is only known intermittently throughout the game.&#10;&#10;The 125 fare tickets are 5 black, 23...",2,6,45,45,45,10,Deduction; Travel,Hidden Movement; Point to Point Movement; Secret Unit Deployment; Team-Based Game,"Characters: Mister X; Cities: London (England, UK); Containers: Tin/Metal Box; Country: England; Digital Implementations: Steam; Misc: Dice Tower Hall of Fame; Players: One versus Many; Theme: Police",Manfred Burggraf; Dorothy Garrels; Wolf Hoermann; Fritz Ifland; Werner Scheerer; Werner Schlegel,Erika Binz-Blanke; Rene Habermacher; Thomas Haubold; Henry M. Linder; Projekt Team III; Michael Schacht; Franz Vohwinkel; Thomas Weiss; Torsten Wolber; Ugurcan Yüce,"Ravensburger; Bonaparte; Educa Sallent SA; Funskool Games; Grow Jogos e Brinquedos; Kawada, Co. Ltd; Korea Boardgames; Majora; Milton Bradley; Otto Maier Verlag; Swan Panasia Co., Ltd.; ツクダプリスクール (Tsukuda Preschool)",1651,6.50766,6.34657,17635,1.9444,30731
439012,Nähdään Kompassilla!,Nähdään Kompassilla!,2020,"Trivia game about one of Finland's large cities, Jyv&auml;skyl&auml;. The game has 720 questions and is suitable for everyone who wants to learn more about this Finnish city at the north end of lake P&auml;ij&auml;nne, founded in 1837 and famous for sports and university life, generally regarded as the capital of Central Finland. There are 6 categories of questions: Culture, Sports, History, Buildings &amp; streets, Businesses &amp; restaurants, and The near environs &amp; nature. Each route on ...",2,6,0,0,0,15,Trivia,Point to Point Movement,Series: Nähdään!,Jesper Von Hertzen,Ina Majaniemi,Pepitum,,4.25,0,2,0,0
447691,Shooting Stars,Shooting Stars,2024,"Shooting Stars is a real-time speed game in which you have to find the highest scoring meteors from a complex route of meteors as quickly as possible. If there is a star in the middle of the route, the score will increase. If there is a meteor in the middle of the route, the route is eliminated. If you select the highest scoring meteor, you get 1 point, and if you get 5 points, you win the game. Or, the player who scores the most points when the deck runs out wins.&#10;&#10;&#232;&#164;&#135;&#2...",2,7,15,10,15,8,Card Game; Maze; Real-time,Pattern Recognition; Real-Time; Speed Matching,,佐藤 雄介 (Yusuke Sato),高井 九 (Kyu Takai),新ボードゲーム党 (New Board Game Party),,0,0,0,0,0
448529,Dierencircus,Dierencircus; Circusdjuren; Cirkusdyr; Eläinsirkus; Sirkusdyr,2024,"Circus Animals! The new game for little acrobats? Are you ready for laughter and excitement? In the game Circus Animals, you compete against your friends to become the star of the show by collecting the most circus pieces for your tent. Choose your favorite character &ndash; maybe the balancing elephant or the cycling bear? But be careful! The mouse can grab your pieces, and the sloth can block your way. The excitement increases with every roll of the dice, and quick reactions are the key to vic...",2,4,30,20,30,4,Animals; Children's Game,Dice Rolling; Set Collection,Theme: Circus,(Uncredited),(Uncredited),Tactic,,0,0,0,0,0
449754,Let's Learn: Animal Friends,Let's Learn: Animal Friends; Opetellaan eläinystävät,2023,"Find the matching pairs and build animals!&#10;Spread the differently shaped tiles on the table and mix them up. Take turns trying to find two pieces that form an animal. If you find the bunny, a cute wooden bunny figure hops your way &ndash; and might just help you win the game!&#10;&#10;&#10;     A memory game that also develops fine motor skills&#10;     Includes an adorable wooden bunny!&#10;     The game adapts to the players&rsquo; skill level&#10;&#10;&#10;&mdash;description from the publ...",2,99,10,10,10,3,Animals; Children's Game; Memory,Matching; Memory,,,,Tactic,,4,0,1,1,0
478,Citadels,Citadels; Cidadelas clássico; Citadelă; Citadela; Citadele; Citadeles; Citadelės; Citadella; Citadelles; Citadels Classic; Ciudadelas; Ciudadelas Clásico; Cytadela; Dej (دژ); Machiavelli; Ohne Furcht und Adel; Ohne Furcht und Adel inkl. der Erweiterung Die dunklen Lande; Spletke; Spletke: Citadele & Temno Mesto; Tsitadell; Καστροπολιτείες; Πατρίκιοι και Πληβείοι; Цитадели; Цитаделі; מצודות; ศึกสร้างเมือง; あやつり人形; あやつり人形 クラシック; 富饒之城; 富饶之城; 荣耀之城：经典版; 시타델,2000,"In Citadels, players take on new roles each round to represent characters they hire in order to help them acquire gold and erect buildings. The game ends at the close of a round in which a player erects his/her eighth building. Players then tally their points, and the player with the highest score wins.&#10;&#10;Players start with a number of building cards in their hand; buildings come in five colors, with the purple buildings typically having a special ability and the other colored buildings p...",2,8,60,20,60,10,Bluffing; Card Game; City Building; Deduction; Fantasy; Medieval,Action Drafting; Closed Drafting; Income; Lose a Turn; Set Collection; Take That; Turn Order: Role Order; Variable Player Powers,Digital Implementations: Board Game Arena; Digital Implementations: BrettspielWelt; Digital Implementations: VASSAL; Game: Citadels; Mechanism: Tableau Building; Misc: Dice Tower Hall of Fame; Misc: Watch It Played How To Videos; Series: Fantasy Flight Silver Line,Bruno Faidutti,Cyrille Daujean; Julien Delval; Jesper Ejsing; Bruno Faidutti; Didier Graffet; Bjarne Hansen; Darrell Hardy; Florence Magnin; Jean-Louis Mourier; Scott Nicely; Hassan Nozadian; Christian T. Petersen; Brian Schomburg; Richard Spicer,"Hans im Glück; 999 Games; Arclight Games; Brain Games; cutia.ro; Delta Vision Publishing; E L & M Productions; Edge Entertainment; Enigma (Bergsala Enigma); Fantasiapelit; Fantasy Flight Games; Fantasy Shop; Galakta; Galápagos Jogos; Giochi Uniti; Hobby World; Houpaa; KADABRA; Kaissa Chess & Games; Korea Boardgames; Laser plus; Midgaard Games; Millenium; MINDOK; MultiSim; Nexus Editrice; Schmidt Spiele; Siam Board Games; Silver Stars Publishing; Smart Ltd; Swan Panasia Co., Ltd.; Windrider Games; Z-Man Games; Ігромаг",561,7.05546,6.93393,56201,2.047,77373
5082,Rush Hour,Rush Hour,1981,"This game page is NOT for the 1-player ThinkFun puzzle that is also named Rush Hour. It is a very different game. Please use the Outside the Scope of BGG page to share images of ThinkFun Rush Hour, and other 1-player ThinkFun puzzles. There is also a 2-player ThinkFun product called Rush Hour Shift that does have a game page.&#10;&#10;The object of the game is to traverse the board from HOME to the OFFICE after dropping off one's commuters at their respective places of employment.&#10;&#10;You s...",2,6,60,60,60,8,Maze; Transportation,Roll / Spin and Move,,(Uncredited),,The Everyday Game Company,10515,6.22515,5.57326,291,1.3333,1151
