id,title,alternativeTitles,year,publicationDates,humanReadablePublicationDates,languages,originalLanguages,authors,publishers,summary,genres,subjects,playingTimes,targetAudienceNotes,physicalDescriptions,bgg_id,bgg_primary_name,bgg_all_names,bgg_year,bgg_description,bgg_min_players,bgg_max_players,bgg_playing_time,bgg_min_age,bgg_categories,bgg_mechanics,bgg_designers,bgg_publishers,bgg_rank,bgg_average_rating,bgg_bayes_average,bgg_users_rated,bgg_weight,bgg_owned
keski.3342148,Mimiq,,2022,2022,[2022],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Smart Games,,pelit; seurapelit,,,Ikäsuositus: yli 4-vuotiaille.,1 peli (useita osia kotelossa) + 1 taitelehti,133687,MimiQ,MimiQ; Farm MimiQ; MimiQ Education; MimiQ Farm,2011,"Publisher's description:&#10;Super fun educational mim IQ game. Using facial expressions, ask for cards from your opponents. Don&rsquo;t have the card you're asked for? Stick out your tongue. Win cards from your opponents by &quot;MimiQ-ing&quot; the faces on the playing cards. When you have 3 identical cards, you have a trump. When all the cards in the deck are used up, the player with the most trumps is the winner.&#10;&#10;",2,4,10,4,Children's Game,Acting; Set Collection,Freddy Andersen; Kristian Dreinø,999 Games; Cartamundi; Competo / Marektoy; Dr. Wood Challenge Centre; Four Esses; France Cartes; GameBrotherZ; Lúdilo,26837,5.20231,5.48292,121,1,376
keski.2452231,Dixit,,2012,2012,2012.,fin; swe; dan; nor,,"{'primary': {'Roubira, Jean-Louis': {'role': ['-']}, 'Cardouat, Marie': {'role': ['-']}}, 'secondary': {'Roubira, Jean-Louis, designer': {'role': ['designer']}, 'Roubira, Jean-Louis suunnittelija': {'role': ['suunnittelija']}, 'Cardouat, Marie kuvaaja': {'role': ['kuvaaja']}}, 'corporate': []}",Lautapelit.fi [jakaja],,lautapelit; lastenpelit; fantasiapelit; pelit; korttipelit,,,,1 lautapeli (useita osia kotelossa),39856,Dixit,Dixit; Dixit ديكست; Диксит; Діксіт; ディクシット; 妙不可言; 妙語說書人; 画物语; 言不達意; 隻字片語; 隻言片語; 딕싯,2008,"Each turn in Dixit, one player is the storyteller who chooses one of the six cards in their hand, then expresses an idea, with sounds or words, that is reflected on that card's image, and places the card face down on the playing surface. Each other player then selects the card that best matches that expression, and passes the selected card to the storyteller, face down.&#10;&#10;The storyteller shuffles all the cards together, then turns them over to reveal them. Each player other than the story...",3,8,30,8,Card Game; Humor; Party Game,Race; Singing; Storytelling; Targeted Clues; Voting,Jean-Louis Roubira,"Libellud; ADC Blackfire Entertainment; Anne; asmodee; Asterion Press; Boardgame Space; Galápagos Jogos; Gém Klub Kft.; hobbity.eu; Hobby Japan; KADABRA; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Maldón; Morapiaf; Nordic Games GmbH; Paladium Games; Rebel Sp. z o.o.; Swan Panasia Co., Ltd.; Ігромаг",412,7.18978,7.07437,68452,1.1929,102629
keski.3259004,Escape room : pakohuonepeli,Pakohuonepeli,2020,2020,[2020],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Identity Games International BV,Pakohuonepeli. Pakkauksessa on 4 peliä ja Chrono decoder -koodinpurkulaite.,yhteistyöpelit; korttipelit; lautapelit; pelit,['seikkailu']; ['pakopelit'],,Ikäsuositus: yli 16-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 27 x 27 x 12 cm + 1 sääntövihko,,,,,,,,,,,,,,,,,,,
keski.2999154,Koiramäen Suomen historia : muistipeli,,2018,2018,[2018],fin; swe,,"{'primary': {'Kunnas, Mauri': {'role': ['-']}}, 'secondary': {'Kunnas, Mauri, designer': {'role': ['designer']}}, 'corporate': []}",Peliko/Martinex,,pelit; lastenpelit; muistipelit,,,Ei ikäsuositusta.,1 peli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3376039,Mia London ja 625 kelmin arvoitus! = Mia London och fallet med de 625 uslingarna!,Mia London och fallet med de 625 uslingarna!,2023,2023,[2023],fin; swe,und,"{'primary': {'Bauza, Antoine': {'role': ['-']}, 'Lebrat, Corentin': {'role': ['-']}, 'Nikao': {'role': ['-']}, 'Bizos, Sébastien': {'role': ['-']}}, 'secondary': {'Bauza, Antoine, designer': {'role': ['designer']}, 'Lebrat, Corentin, designer': {'role': ['kuvittaja']}, 'Nikao, kuvittaja': {'role': ['graafinen suunnittelija']}, 'Bizos, Sébastien, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}",Lautapelit.fi,"Maailmankuulu etsivä Mia London tarvitsee apuanne häkellyttävän tapauksen ratkaisemisessa! Joku katala kelmi on tehnyt kauhistuttavan konnantyön. Napatkaa tämä lipevä luikuri tunnistamalla hänet 625 epäillyn joukosta. Tutkikaa johtolankoja tarkasti ja laatikaa muotokuva harmistuttavasta huijarista. Katso tarkkaan, kun asusteita paljastetaan. Kaikki muut kuin kelmilel kuuluvat asusteet ilmestyvät kahdesti. Hoksaa mitkä asusteet puuttuvat ja laadi kelmistä muotokuva vihkoosi!",lautapelit; pelit; lastenpelit; kaksinpelit; kolminpelit; nelinpelit; muistipelit,['rikosetsivät']; ['rikolliset'],,Ikäsuositus: yli 5-vuotiaille.,1 lautapeli (useita osia kotelossa) ; 19 x 19 x 7 cm + 2 sääntövihkoa (á 4 sivua),,,,,,,,,,,,,,,,,,,
keski.3373036,Formworm : kuvioiden vääntelyä koko perheelle!,,2023,2023,[2023],fin,,"{'primary': {'Mitchell, April': {'role': ['-']}}, 'secondary': {'Mitchell, April, designer': {'role': ['designer']}}, 'corporate': []}",Peliko/Martinex,,pelit; lautapelit; perhepelit,['muoto']; ['kuviot']; ['madot'],,Ikäsuositus: yli 6-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (12 numeroimatonta sivua),,,,,,,,,,,,,,,,,,,
keski.3249455,Eläimellistä menoa,,2023,2023,[2023],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Sanoma Pro oy,,pelit; lautapelit; lastenpelit,,,Ikäsuositus: 3-5-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (4 sivua),,,,,,,,,,,,,,,,,,,
keski.2556206,Menolippu Eurooppa,Ticket to ride,2014,2014,2014.,fin,,"{'primary': {'Moon, Alan R.': {'role': ['-']}}, 'secondary': {'Moon, Alan R., suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Days of Wonder Europe ; Lautapelit.fi [jakaja],,pelit; lautapelit,,,,1 lautapeli (useita osia kotelossa),14996,Ticket to Ride: Europe,"Ticket to Ride: Europe; ¡Aventureros al Tren! Europa; Les Aventuriers du Rail: Europe; Jízdenky, prosím! Evropa; Menolippu Eurooppa; Ticket to Ride אירופה; Ticket to Ride: Europa; Ticket to Ride: Európa; Ticket to Ride: Evrópa; Ticket to Ride: Evropa; Ticket to Ride: Ευρώπη; Ticket to Ride: Европа; Ticket to Ride: Європа; Wsiąść do Pociągu: Europa; Zug um Zug: Europa; سكة سفر: أوروبا; チケット・トゥ・ライド・ヨーロッパ; 鐵道任務-歐洲篇; 铁路环游：欧洲篇; 티켓 투 라이드: 유럽",2005,"Ticket to Ride: Europe takes you on a new train adventure across Europe. From Edinburgh to Constantinople and from Lisbon to Moscow, you'll visit great cities of turn-of-the-century Europe. Like the original Ticket to Ride, the game remains elegantly simple, can be learned in 5 minutes, and appeals to both families and experienced gamers. Ticket to Ride: Europe is a complete, new game and does not require the original version.&#10;&#10;More than just a new map, Ticket to Ride: Europe features br...",2,5,60,8,Trains,Connections; Contracts; End Game Bonuses; Hand Management; Network and Route Building; Open Drafting; Push Your Luck; Set Collection,Alan R. Moon,Days of Wonder; ADC Blackfire Entertainment; Asterion Press; Boardgame Space; Compaya.hu: Gamer Café Kft.; Edge Entertainment; Enigma (Bergsala Enigma); Galápagos Jogos; Gém Klub Kft.; GoKids 玩樂小子; HaKubia; Happy Baobab; Hobby Japan; Hobby World; KADABRA; Kaissa Chess & Games; KDS Distribuzione; Korea Boardgames; Lautapelit.fi; Lord of Boards; Nordic Games GmbH; Ponva d.o.o.; Rebel Sp. z o.o.; Runadrake; Smart Ltd,172,7.52719,7.40088,81680,1.9173,129459
keski.2678437,Dixit Odyssey,,2011,2011,2011.,fin; swe; dan; nor,,"{'primary': {'Roubira, Jean-Louis': {'role': ['-']}, 'Cardouat, Marie': {'role': ['-']}}, 'secondary': {'Roubira, Jean-Louis, designer': {'role': ['designer']}, 'Roubira, Jean-Louis suunnittelija': {'role': ['suunnittelija']}, 'Cardouat, Marie kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Lautapelit.fi [jakaja],,lautapelit; lastenpelit; fantasiapelit; korttipelit; pelit,,,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3139186,Ticket to ride : Germany,Menolippu; Menolippu : Saksa; Menolippu Saksa,2017,2017,[2017],eng,,"{'primary': {'Moon, Alan R.': {'role': ['-']}, 'Delval, Julien': {'role': ['-']}, 'Daujean, Cyrille': {'role': ['-']}}, 'secondary': {'Moon, Alan R., designer': {'role': ['designer']}, 'Delval, Julien, kuvittaja': {'role': ['kuvittaja']}, 'Daujean, Cyrille, graafinen suunnittelija': {'role': ['graafinen suunnittelija']}}, 'corporate': []}",Days of wonder Europe,,lautapelit; pelit; perhepelit,,,Ikäsuositus 8+.,1 lautapeli (useita osia kotelossa),9209,Ticket to Ride,"Ticket to Ride; ¡Aventureros al Tren!; Les Aventuriers du Rail; Jízdenky, prosím!; Menolippu; Ticket to Ride سكة سفر; Wsiąść do Pociągu; Zug um Zug; Τρενάκια; เกมต่อรถไฟ; チケット・トゥ・ライド・アメリカ; 乗車券; 鐵道任務; 铁路环游; 티켓 투 라이드",2004,"With elegantly simple gameplay, Ticket to Ride can be learned in under 15 minutes. Players collect cards of various types of train cars they then use to claim railway routes in North America. The longer the routes, the more points they earn. Additional points come to those who fulfill Destination Tickets &ndash; goal cards that connect distant cities; and to the player who builds the longest continuous route.&#10;&#10;&quot;The rules are simple enough to write on a train ticket &ndash; each turn...",2,5,60,8,Trains,Connections; Contracts; End Game Bonuses; Hand Management; Network and Route Building; Open Drafting; Push Your Luck; Set Collection,Alan R. Moon,"Days of Wonder; ADC Blackfire Entertainment; asmodee; Bandai Co., Ltd.; Boardgame Space; Edge Entertainment; Enigma (Bergsala Enigma); Galápagos Jogos; Giochi Uniti; Happy Baobab; Hobby Japan; Hobby World; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Nordic Games GmbH; Rebel Sp. z o.o.; Siam Board Games; Swan Panasia Co., Ltd.",248,7.38889,7.2666,94948,1.8224,141109
keski.3215395,Touché,,2022,2022,[2022],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; lautapelit; strategiapelit,,,Ikäsuositus: yli 8-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (12 sivua),5709,Touché,Touché; Touché: Fullträff; 투셰,1979,"Players are dealt a hand of cards from a standard double deck including four jokers. The board depicts card images&mdash;two of each&mdash;and some wild spaces distributed in a cross pattern. A turn consists of playing a card and placing a marker of your color on one of the corresponding spaces on the game board.&#10;&#10;The object is to claim spaces which form certain patterns (boxes, lines, crosses, tees). When one of these patterns is formed, you cap off your pieces with black markers to sho...",2,6,30,8,Card Game; Territory Building,Matching; Pattern Building; Square Grid,(Uncredited); Wayne Bobette,Alary Games; Cadaco; Jumbo; Kärnan; N.W. Damm & Søn (Damm); Nelospelit; Parker Brothers; Piatnik; Saenggak Plus Edu; Tactic; Wayne Bobbette Enterprises,25254,5.54463,5.49472,430,1.3846,857
keski.3343312,Iloinen maatila,,2022,2022,[2022],zxx,,"{'primary': [], 'secondary': [], 'corporate': []}",Janod,,palapelit,,,,1 palapeli,,,,,,,,,,,,,,,,,,,
keski.2704531,Fresko,,2015,2015,[2015].,fin; swe; dan; nor,,"{'primary': {'Ruskowski, Marco': {'role': ['-']}, 'Süsselbeck, Marcel': {'role': ['-']}}, 'secondary': {'Ruskowski, Marco, designer': {'role': ['designer']}, 'Süsselbeck, Marcel, suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Marektoy,,pelit; lautapelit,['nuoret']; ['aikuiset']; ['freskot']; ['maalaukset'],,,1 lautapeli (useita osia kotelossa),66188,Fresco,Fresco; Fresco: Revised edition; Fresko; Freskó; フレスコ,2010,"In Fresco, players are master painters working to restore a fresco in a Renaissance church.&#10;&#10;Each round begins with players deciding what time they would like to wake up for the day. The earlier you wake up, the earlier you will be in turn order, and the better options you will be guaranteed to have. Wake up early too often, however, and your apprentices will become unhappy and stop working as efficiently. They would much rather sleep in!&#10;&#10;Then, players decide their actions for t...",2,4,60,10,Renaissance,Action Queue; Grid Movement; Market; Set Collection; Simultaneous Action Selection; Turn Order: Stat-Based; Worker Placement,Wolfgang Panning; Marco Ruskowski; Marcel Süßelbeck,Queen Games; Arclight Games; Competo / Marektoy; Devir; Piatnik,506,7.2431,6.97902,13427,2.6379,16525
keski.3267402,Twister,,2018,2018,2018.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Hasbro Europe,,pelit,,,Ikäsuositus: Yli 6-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntölehti,5894,Twister,Twister; All Fall Down; Bedrock; Body Balance; Enredos; The Jungle Book Twister; Let's Twist Again; Lil' Twister; Melktwister; Pretzel; Table Top Twister; Twist; Twister Kersteditie; Twister Napkins; Twister Pink; Wygibajtus; Твистер; פלונטר; ツイスター; 지그재그,1966,"A large vinyl playing mat is placed on the floor, with a 6 x 4 array of spots, each spot about 6 inches in diameter. The spots are colored red, blue, yellow, and green. A player is chosen to moderate, and the rest of the players, up to 4, stand on the play mat with their feet on different spots.&#10;&#10;Each turn consists of the moderator spinning a spinner, which gives a result matching a random color with a random element from the set (left hand, right hand, left foot, right foot). Each playe...",2,4,10,6,Action / Dexterity; Children's Game; Party Game,Player Elimination,Chuck Foley; Reyn Guyer; Neil W. Rabens,"Milton Bradley; Alexander; Alga; Altap; Arrow Games Ltd; Basic Fun, Inc.; Game Office; Hasbro; Jay Franco and Sons; Jumbo; Kidconnection; Kids Fun Factory; Korea Boardgames; M.Y Traditional Games; Marks & Spencer; MB Juegos; MB peli; MB spel; MB Spellen; MB Spiele; MB spil (Danish); MB spill; Nintendo Co., Ltd.; Paladone; Tri-ang; Winning Moves Games (USA)",28753,4.5583,4.78001,5367,1.0915,10436
keski.2556209,Afrikan tähti : retkikunnat,Retkikunnat; Afrikan tähti retkikunnat,2014,2014,2014.,fin,,"{'primary': {'Tupala, Joonas': {'role': ['-']}, 'Michelsson, Aleksi': {'role': ['-']}}, 'secondary': {'Tupala, Joonas, suunnittelija': {'role': ['suunnittelija']}, 'Michelsson, Aleksi, suunnittelija': {'role': ['-']}}, 'corporate': []}",Peliko /Martinex,,pelit; lautapelit,['Afrikan tähti'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3158230,Jigsaw puzzle,,2014,2014,2014.,fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Lautapelit.fi,,pelit; palapelit,,,,"1 palapeli laatikossa (1000 palaa), 50 x 75 cm",407065,Hunt A Killer: Whodonut? – A Murder Mystery Jigsaw Puzzle Game,Hunt A Killer: Whodonut? – A Murder Mystery Jigsaw Puzzle Game,2022,"Fred Jackson Jr., the co-owner of Do Not Not Donut was killed behind the counter while opening up the shop. You will assume the role of a deputized detective trying to finish the work of ace investigator, Detective Frage. Along the way, you&rsquo;ll put the pieces together to reveal the crime scene, answer the lingering questions in the Detective&rsquo;s Notebook, and choose the right pieces from the Answer Board to fill in the blanks and solve the case.&#10;&#10;Whodonut? isn&rsquo;t just about...",1,99,300,14,Deduction; Murder / Mystery; Puzzle,Cooperative Game; Deduction; Solo / Solitaire Game,,Hunt A Killer,,6.8,0,5,0,15
keski.3249452,Mustikkapaikka = blåbärsstället,,2021,2021,[2021],fin,,"{'primary': {'Karkelo Games': {'role': ['-']}}, 'secondary': {'Karkelo Games, designer': {'role': ['designer']}}, 'corporate': []}",Peliko/Martinex,,pelit; lautapelit; seurapelit; perhepelit,,,Ikäsuositus: yli 8-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (8 sivua),,,,,,,,,,,,,,,,,,,
keski.3365381,Kanin loikka : hassunhauska kilpajuoksu,,2001,2001,©2001,fin; swe,,"{'primary': [], 'secondary': [], 'corporate': []}",Ravensburger Spieleverlag,,lautapelit; pelit; lastenpelit,['kani'],,Ikäsuositus: 4+,1 lautapeli,,,,,,,,,,,,,,,,,,,
keski.3365377,Tumbling tower = Huojuva torni,Huojuva torni; Huojuvatorni,,,[julkaisuaika tuntematon],eng,,"{'primary': [], 'secondary': [], 'corporate': []}",ToyRock,,pelit; lautapelit; älykkyyspelit,['tornit'],,,1 pelipakkaus (51 puista pelinappulaa),2452,Jenga,Jenga; Balance Tower; Block a Block; Bugs Building; Classic Jenga; Dhilema; Doctor Who: Tumbling TARDIS Blocks; Hoppla Nature; Huojuva torni; Jenga Giant; Jenga Mark II; Jenga: National Parks Edition; Jenga: Nightmare Before Christmas Collector's Edition; Jenga: Scooby-Doo! Edition; JENGA: Tim Burton's The Nightmare Before Christmas Travel Edition; Jiggle Tower; Jinga; Jumbling Tower; Klodsmajor; LATTJO Stacking Game; Look Out!; Mini Timber Tumble; Miombo Tumble Tower; Plock Bygg & Ras!; Prumo Gigante; Red High Rise; Stack 'em; Stack The Carrots; Stapelspel; Tenka; Tension Tower; Terremoto; Tilt!; Timba!; Timber; Timberrr: A Game of Balance; Tip-Tower; Topple tower; Toppling Tower; Torenhoog; Torre; Torre de Madera; Torre Equilíbrio; Torre Pendente; Torre Tambaleante; Torre Treme-Treme; Torremoto; Tour Chancelante; Tour folle; Tower; Tower Up; Towering! Blocks; Tumble; Tumble Tower; Tumbling Tower; Turmania; Det Vaklende Tarn; Wackelturm; Wiss toy; Wood Tower; World's Smallest Jenga; Башня; Башня с фантами «Бам-бум»; ג'נגה; ジェンガ; 层层叠：超巨大版; 젠가; 탑탑; 펭귄 스택,1983,"Jenga is tower building game played with 54 wooden blocks; each block is 3 times as long as it is wide, and slightly smaller in height than in width. The blocks are stacked in a tower formation; each story is three blocks placed adjacent to each other along their long side, and each story is placed perpendicular to the previous (so, for example, if the blocks in the first story are pointing north-south, the second story blocks will point east-west). There are therefore 18 stories to the Jenga to...",1,8,20,6,Action / Dexterity; Party Game,Physical Removal; Single Loser Game; Stacking and Balancing,Leslie Scott,"(Unknown); Barnes & Noble; Borras Plana S.A.; Brinquedos Junges; Broadway Toys LTD; Cayro, The Games; Chad Valley Co Ltd.; Challenge Master Game Co Ltd; Creative Crafthouse; Dal Negro; Early Learning Centre; Estrela; Flying Tiger Copenhagen; Fratelli Fabbri Editori  (Fabbri Editore); Full Base Union Enterprise Co., Ltd.; Fundex; Go! Games; Goki; Grow Jogos e Brinquedos; Der Grüne Punkt; Hasbro; Hearth & Hand with Magnolia; IKEA; Inspirion; Irwin Toy Ltd.; John Jaques of London; Klee; Korea Boardgames; Lagoon Games; Leslie Scott Associates; London Transport Museum; MB Juegos; MB Spiele; Melco; Meridian Point Products; Milton Bradley; Mitra; NeoTroy Games; Noris Spiele; Okoïa-Addendo; The Op Games; OPEN'N PLAY; Paradigm Games Ltd; Parker Brothers; Pavilion; Planet Finska; Pokonobe Associates; Publijuego; Queen Games; Salco; Santa Teresa; Schmidt France; Siam Mandalay; Simba Toys; Skybound Tabletop; Spin Master Ltd.; SPM: Syarikat Permainan Malaysia; Stihl; Super Impulse; Tactic; Tesco; Tomy; Top-Game; Top-Toy; tridias; Underground Toys; Woodstock Spiele; WWF; Десятое королевство",10133,5.66054,5.57912,16573,1.1037,33163
keski.2452232,Blokus,,2012,2012,2012.,fin; eng,,"{'primary': {'Tavitian, Bernard': {'role': ['-']}}, 'secondary': {'Tavitian, Bernard suunnittelija': {'role': ['suunnittelija']}}, 'corporate': []}",Mattel,,lautapelit; lastenpelit; strategiapelit; pelit,,,,1 lautapeli (useita osia kotelossa),2453,Blokus,"Blokus; Blokus Giant; Blokus XL; Blokus: Super einfach, einfach spannend; Giant Blokus; Tesselation Game; Tessellation; Travel Blokus; World's Smallest Blokus; ブロックス; 格格不入; 블로커스",2000,"Blokus (officially pronounced &quot;Block us&quot;) is an abstract strategy game with transparent, Tetris-shaped, colored pieces that players are trying to play onto the board.  The only caveat to placing a piece is that it may not lie adjacent to your other pieces, but instead must be placed touching at least one corner of your pieces already on the board.&#10;&#10;There is a solitaire variation where one player tries to get rid of all the pieces in a single sitting.&#10;&#10;Goal of the Game:&...",2,4,20,7,Abstract Strategy; Territory Building,Chaining; Enclosure; Grid Coverage; Hand Management; Player Elimination; Square Grid; Tile Placement,Bernard Tavitian,"Educational Insights; Mattel, Inc.; (Unknown); Alary Games; Beverly Enterprises, Inc.; danspil; Divisible By Zero (DBZ) Aust Pty Ltd; Educa Korea; Euro World; FoxMind Israel; Granna; Green Board Game Co.; Heidelberger Spieleverlag; Hodin; Kaissa Chess & Games; Korea Boardgames; Piatnik; QfreeGames; Ravensburger; Sekkoia; Super Impulse; Winning Moves France; Winning Moves Germany",870,6.86168,6.712,28684,1.7365,42022
keski.2678420,Tsuro : the game of the path,Game of the path,2012,2012,2012.,eng,,"{'primary': {'McMurchie, Tom': {'role': ['-']}, 'Brigg, Cathy': {'role': ['-']}, 'Phelps, Sarah': {'role': ['-']}, 'Cuth, Ilonka': {'role': ['-']}}, 'secondary': {'McMurchie, Tom, designer': {'role': ['designer']}, 'Brigg, Cathy, graafinen suunnittelija': {'role': ['graafinen suunnittelija']}, 'Phelps, Sarah, graafinen suunnittelija': {'role': ['-']}, 'Cuth, Ilonka, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}",Calliope games,,lautapelit; pelit,['lohikäärmeet']; ['reitit']; ['matkat'],,,1 lautapeli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3282857,Chess = Shakki,,2020,2020,[2020],fin; swe; dan; nor; eng; fra; nld,,"{'primary': [], 'secondary': [], 'corporate': []}",Nelostuote/Tactic,,lautapelit; pelit; brädspel; spel,['shakki']; ['schack'],,Ikäsuositus: yli 7-vuotiaille.,1 lautapeli + sääntövihko,,,,,,,,,,,,,,,,,,,
keski.3139187,Ticket to ride : First journey,Menolippu; First journey,2017,2017,[2017],fin; swe; dan; nor,,"{'primary': {'Moon, Alan R.': {'role': ['-']}, 'Torres, Régis': {'role': ['-']}, 'Djib': {'role': ['-']}, 'Daujean, Cyrille': {'role': ['-']}}, 'secondary': {'Moon, Alan R., designer': {'role': ['designer']}, 'Torres, Régis, kuvittaja': {'role': ['kuvittaja']}, 'Djib, kuvittaja': {'role': ['graafinen suunnittelija']}, 'Daujean, Cyrille, graafinen suunnittelija': {'role': ['-']}}, 'corporate': []}",Enigma Distribution (jakelija),,lautapelit; pelit; lastenpelit; perhepelit,['junat']; ['rautatiet']; ['Eurooppa'],,Ikäsuositus 6+.,1 lautapeli (useita osia kotelossa)+ 4 sääntövihkoa,9209,Ticket to Ride,"Ticket to Ride; ¡Aventureros al Tren!; Les Aventuriers du Rail; Jízdenky, prosím!; Menolippu; Ticket to Ride سكة سفر; Wsiąść do Pociągu; Zug um Zug; Τρενάκια; เกมต่อรถไฟ; チケット・トゥ・ライド・アメリカ; 乗車券; 鐵道任務; 铁路环游; 티켓 투 라이드",2004,"With elegantly simple gameplay, Ticket to Ride can be learned in under 15 minutes. Players collect cards of various types of train cars they then use to claim railway routes in North America. The longer the routes, the more points they earn. Additional points come to those who fulfill Destination Tickets &ndash; goal cards that connect distant cities; and to the player who builds the longest continuous route.&#10;&#10;&quot;The rules are simple enough to write on a train ticket &ndash; each turn...",2,5,60,8,Trains,Connections; Contracts; End Game Bonuses; Hand Management; Network and Route Building; Open Drafting; Push Your Luck; Set Collection,Alan R. Moon,"Days of Wonder; ADC Blackfire Entertainment; asmodee; Bandai Co., Ltd.; Boardgame Space; Edge Entertainment; Enigma (Bergsala Enigma); Galápagos Jogos; Giochi Uniti; Happy Baobab; Hobby Japan; Hobby World; Kaissa Chess & Games; Korea Boardgames; Lautapelit.fi; Nordic Games GmbH; Rebel Sp. z o.o.; Siam Board Games; Swan Panasia Co., Ltd.",248,7.38889,7.2666,94948,1.8224,141109
keski.3335815,Keskustelunkäynnistäjät : tyttöjen ilta,,2024,2024,[2024],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Kylskåpspoesi,,pelit; seurapelit,,,,110 pelikorttia,,,,,,,,,,,,,,,,,,,
keski.3190178,Kirjallisuus: 324 kysymystä & vastausta,324 kysymystä ja vastausta,2020,2020,[2020],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Kehvola Design,,korttipelit; pelit,['kirjallisuus']; ['kysymykset'],,,1 korttipakka (55 korttia),,,,,,,,,,,,,,,,,,,
keski.3190169,Taide: 324 kysymystä & vastausta,324 kysymystä ja vastausta,2020,2020,[2020],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Kehvola Design,,korttipelit; pelit,['taide']; ['kysymykset'],,,1 korttipakka (55 korttia),,,,,,,,,,,,,,,,,,,
keski.3274691,"Leikkien Liikuntaleikkipussi : liikkuen, leikkien ja lorutellen!",,2013,2013,[2013],fin,,"{'primary': {'Silván-Väliharju, Marika': {'role': ['kirjoittaja']}, 'Fabig, Mari': {'role': ['-']}, 'Pennanen, Kaisa': {'role': ['-']}}, 'secondary': {'Pennanen, Kaisa, kuvittaja': {'role': ['kuvittaja']}}, 'corporate': []}",Leikkien,,pelit; lastenpelit,['leikit']; ['liikuntaleikit']; ['lorut'],,,1 peli (useita osia kotelossa),,,,,,,,,,,,,,,,,,,
keski.3274697,Opetellaan sanakisa,,2023,2023,[2023],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; korttipelit; lastenpelit,,,Ikäsuositus: 6-12-vuotiaille.,55 pelikorttia : kuvitettu,,,,,,,,,,,,,,,,,,,
keski.3259384,Escape Run Alcatraz 2034,,2022,2022,[2022],fin,,"{'primary': {'Game Storm Studio': {'role': ['designer']}}, 'secondary': [], 'corporate': {'Game Storm Studio, designer': {'role': ['designer']}}}",Tactic Games,,pelit; lautapelit; seurapelit; strategiapelit,,,Ikäsuositus: yli 12-vuotiaille.,1 lautapeli (useita osia kotelossa) + 1 sääntövihko (12 sivua),,,,,,,,,,,,,,,,,,,
keski.3259389,Legenda Alias : sanaselityspeli,Sanaselityspeli,2022,2022,[2022],fin,,"{'primary': [], 'secondary': [], 'corporate': []}",Tactic Games,,pelit; seurapelit; sanaselityspelit,,,Ikäsuositus: yli 12-vuotiaille.,1 peli (useita osia kotelossa) + 1 sääntölehti,,,,,,,,,,,,,,,,,,,
